Nr.	BLZ	BIC	Institut	Ort	RZ	Organisation	HBCI-Zugang DNS	HBCI- Zugang     IP-Adresse	HBCI-Version	DDV	RDH-1	RDH-2	RDH-3	RDH-4	RDH-5	RDH-6	RDH-7	RDH-8	RDH-9	RDH-10	RAH-7	RAH-9	RAH-10	PIN/TAN-Zugang URL	Version	Datum letzte Änderung
129	13070000	DEUTDEBRXXX	Deutsche Bank	Malchin	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
130	13070000	DEUTDEBRXXX	Deutsche Bank	Neubrandenburg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
131	13070000	DEUTDEBRXXX	Deutsche Bank	Neustrelitz	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
132	13070000	DEUTDEBRXXX	Deutsche Bank	Prenzlau	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
133	13070000	DEUTDEBRXXX	Deutsche Bank	Ribnitz-Damgarten	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
134	13070000	DEUTDEBRXXX	Deutsche Bank	Schwerin	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
135	13070000	DEUTDEBRXXX	Deutsche Bank	Stralsund	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
136	13070000	DEUTDEBRXXX	Deutsche Bank	Templin	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
137	13070000	DEUTDEBRXXX	Deutsche Bank	Teterow	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
138	13070000	DEUTDEBRXXX	Deutsche Bank	Torgelow	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
139	13070000	DEUTDEBRXXX	Deutsche Bank	Wismar	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
140	13070000	DEUTDEBRXXX	Deutsche Bank	Wittenberge	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
141	13070000	DEUTDEBRXXX	Deutsche Bank	Wolgast	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
142	13070000	DEUTDEBRXXX	Deutsche Bank	Gadebusch	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
143	13070000	DEUTDEBRXXX	Deutsche Bank	Parchim	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
144	13070000	DEUTDEBRXXX	Deutsche Bank	Perleberg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
145	13070000	DEUTDEBRXXX	Deutsche Bank	Plau	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
146	13070000	DEUTDEBRXXX	Deutsche Bank	Stavenhagen, Reuterstadt	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
147	13070000	DEUTDEBRXXX	Deutsche Bank	Sassnitz	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
148	13070000	DEUTDEBRXXX	Deutsche Bank	Waren (Müritz)	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
149	13070000	DEUTDEBRXXX	Deutsche Bank	Ueckermünde	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
150	13070000	DEUTDEBRXXX	Deutsche Bank	Barth	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
151	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Rostock	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
152	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Anklam	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
153	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Bad Doberan	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
154	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Barth	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
155	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Bergen auf Rügen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
156	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Bützow	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
157	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Demmin, Hansestadt	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
158	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Gadebusch	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
159	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Greifswald, Hansestadt	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
160	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Grevesmühlen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
161	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Grimmen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
162	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Güstrow	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
163	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Hagenow	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
164	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Ludwigslust	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
165	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Lübz	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
166	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Malchin	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
167	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Neubrandenburg	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
168	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Neustrelitz	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
169	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Parchim	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
170	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Perleberg	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
171	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Plau	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
172	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Prenzlau	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
173	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Stavenhagen, Reuterstadt	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
174	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Ribnitz-Damgarten	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
175	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Sassnitz	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
176	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Schwerin	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
177	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Stralsund	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
178	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Templin	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
179	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Teterow	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
180	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Torgelow	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
181	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Ueckermünde	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
182	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Waren (Müritz)	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
183	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Wismar	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
184	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Wittenberge	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
185	13070024	DEUTDEDBROS	Deutsche Bank Privat und Geschäftskunden	Wolgast	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
186	13090000	GENODEF1HR1	Rostocker Volks- und Raiffeisenbank eG	Rostock	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
187	13091054	GENODEF1HST	Stralsunder Volksbank eG	Stralsund	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
188	14051000	NOLADE21WIS	Sparkasse Mecklenburg-Nordwest	Wismar	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
189	14051362	NOLADE21PCH	Sparkasse Parchim-Lübz	Parchim-Lübz	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
190	14052000	NOLADE21LWL	Sparkasse Mecklenburg-Schwerin	Schwerin-Ludwigslust	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
191	14061308	GENODEF1GUE	Volks- und Raiffeisenbank Güstrow eG	Güstrow	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
192	14091464	GENODEF1SN1	VR-Bank Schwerin eG	Schwerin	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
193	15050100	NOLADE21WRN	Müritz-Sparkasse	Müritz	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
194	15050200	NOLADE21NBS	Sparkasse Neubrandenburg-Demmin	Demmin	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
195	15050400	NOLADE21PSW	Sparkasse Uecker-Randow	Uecker-Randow	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
196	15050500	NOLADE21GRW	Sparkasse Vorpommern	Greifswald	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
197	15051732	NOLADE21MST	Sparkasse Mecklenburg-Strelitz	Mecklenburg-Strelitz	Finanz Informatik GmbH & Co. KG	DSGV	banking-mv6.s-fints-pt-mv.de	nicht unterstützt	3.0	ja											ja			https://banking-mv6.s-fints-pt-mv.de/fints30	FinTS V3.0	7/9/16
198	15061618	GENODEF1WRN	Raiffeisenbank Waren eG	Waren 	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
199	15061618	GENODEF1WRN	Raiffeisenbank Waren eG	Neubrandenburg, Waren	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
200	15061638	GENODEF1ANK	Raiffeisenbank Anklam eG	Anklam	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
201	15061698	GENODEF1MAL	Raiffeisenbank Malchin eG	Malchin	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
202	15091674	GENODEF1DM1	Volksbank Demmin eG	Demmin	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
203	15091704	GENODEF1PZ1	Volksbank Uckermark eG	Uckermark	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
204	16020086	HYVEDEMM470	UniCredit Bank - HypoVereinsbank AG	Potsdam	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
205	16050000	WELADED1PMB	Mittelbrandenburgische Sparkasse in Potsdam	Potsdam	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
206	16050101	WELADED1PRP	Sparkasse Prignitz	Prignitz	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
207	16050202	WELADED1OPR	Sparkasse Ostprignitz-Ruppin	Ostprignitz-Ruppin	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
208	16060122	GENODEF1PER	Volks- und Raiffeisenbank Prignitz eG	Prignitz	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
209	16061938	GENODEF1NPP	Raiffeisenbank Ostprignitz-Ruppin eG	Ostprignitz-Ruppin	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
210	16062008	GENODEF1LUK	Volksbank Teltow-Fläming eG	Teltow	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
211	16062073	GENODEF1BRB	Brandenburger Bank Volksbank-Raiffeisenbank eG	Brandenburg	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
212	16091994	GENODEF1RN1	Volksbank Rathenow eG	Rathenow	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
213	17020086	HYVEDEMM471	UniCredit Bank - HypoVereinsbank AG	Frankfurt (Oder)	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
214	17052000	WELADED1GZE	Sparkasse Barnim	Barmin	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
215	17052302	WELADED1UMX	Stadtsparkasse Schwedt	Schwedt	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
216	17054040	WELADED1MOL	Sparkasse Märkisch-Oderland	Strausberg	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
217	17055050	WELADED1LOS	Sparkasse Oder-Spree	Frankfurt (Oder)	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
218	17056060	WELADED1UMP	Sparkasse Uckermark	Prenzlau	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
219	17062428	GENODEF1BKW	Raiffeisen-Volksbank Oder-Spree eG	Oder-Spree 	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
220	17092404	GENODEF1FW1	Volks- und Raiffeisenbank Fürstenw. Seelow Wriezen eG	Fürstenwalde 	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
221	18020086	HYVEDEMM472	UniCredit Bank - HypoVereinsbank AG	Cottbus	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
222	18050000	WELADED1CBN	Sparkasse Spree-Neiße	Cottbus	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
223	18051000	WELADED1EES	Sparkasse Elbe-Elster	Finsterwalde	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
224	18055000	WELADED1OSL	Sparkasse Niederlausitz	Senftenberg Niederlausitz	Finanz Informatik GmbH & Co. KG	DSGV	banking-bb6.s-fints-pt-bb.de	nicht unterstützt	3.0	ja											ja			https://banking-bb6.s-fints-pt-bb.de/fints30	FinTS V3.0	7/9/16
225	18062678	GENODEF1FWA	NL Bank Volks- und Raiffeisenbank eG	Herzberg	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
226	18062758	GENODEF1FOR	Volks- und Raiffeisenbank Forst eG	Forst	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
227	18092684	GENODEF1LN1	Spreewaldbank eG Volksbank-Raiffeisenbank	Lübben	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
228	18092744	GENODEF1SPM	Volksbank Spremberg-Bad Muskau eG	Bad Muskau	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
229	20010020	PBNKDEFFXXX	Postbank (Giro)	Hamburg	eigenes Rechenzentrum	BdB																		https://hbci.postbank.de/banking/hbci.do	FinTS V3.0	4/2/14
230	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Hamburg	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
231	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Reinbek	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
232	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Wedel	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
233	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Bargteheide	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
234	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Ahrensburg	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
235	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Norderstedt	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
236	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Bad Oldesloe	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
237	20030000	HYVEDEMM300	UniCredit Bank - HypoVereinsbank AG	Geesthacht	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
